1 ,0,2498 ,2 ,Egypt,26.2540493,29.2675469,2,14 ,4,2," ""Hotel White House, Egypt"".
"
2 ,0,3066 ,3 ,Egypt,26.2540493,29.2675469,2,21 ,5,2," ""Hotel White House, Egypt"".
"
3 ,4,2778 ,2 ,Egypt,26.2540493,29.2675469,2,14 ,6,2," ""Hotel Geisum, Egypt"".
"
4 ,0,3195 ,3 ,Egypt,26.2540493,29.2675469,2,7 ,7,3," ""Hotel Al Mashrabia, Egypt"".
"
5 ,0,3158 ,2 ,Egypt,26.2540493,29.2675469,2,14 ,9,3," ""Hotel Al Mashrabia, Egypt"".
"
6 ,4,3318 ,2 ,Egypt,26.2540493,29.2675469,2,14 ,10,3," ""Hotel Al Mashrabia, Egypt"".
"
7 ,0,2458 ,2 ,Egypt,26.2540493,29.2675469,2,14 ,6,4," ""Hotel Winter Palace, Egypt"".
"
8 ,4,2649 ,3 ,Egypt,26.2540493,29.2675469,2,7 ,7,4," ""Hotel Winter Palace, Egypt"".
"
9 ,6,4638 ,2 ,Egypt,26.2540493,29.2675469,2,21 ,4,4," ""Anlage Arabia Beach, Egypt"".
"
10 ,6,3738 ,2 ,Egypt,26.2540493,29.2675469,2,14 ,10,4," ""Anlage Arabia Beach, Egypt"".
"
11 ,5,1978 ,2 ,Cairo,30.0488185,31.2436663,2,7 ,4,3," ""Hotel Victoria, Cairo"".
"
12 ,5,1898 ,2 ,Cairo,30.0488185,31.2436663,2,7 ,5,3," ""Hotel Victoria, Cairo"".
"
13 ,5,2158 ,2 ,Cairo,30.0488185,31.2436663,2,14 ,6,3," ""Hotel Victoria, Cairo"".
"
14 ,5,1898 ,2 ,Cairo,30.0488185,31.2436663,2,7 ,9,3," ""Hotel Victoria, Cairo"".
"
15 ,5,1154 ,1 ,Cairo,30.0488185,31.2436663,2,7 ,10,3," ""Hotel New Marwa Palace, Cairo"".
"
16 ,5,2308 ,2 ,Cairo,30.0488185,31.2436663,2,7 ,4,3," ""Hotel New Marwa Palace, Cairo"".
"
17 ,5,2658 ,2 ,Cairo,30.0488185,31.2436663,2,7 ,5,3," ""Hotel New Marwa Palace, Cairo"".
"
18 ,5,1269 ,1 ,Cairo,30.0488185,31.2436663,2,14 ,7,3," ""Hotel New Marwa Palace, Cairo"".
"
19 ,5,2608 ,2 ,Cairo,30.0488185,31.2436663,2,7 ,5,5," ""Hotel Moevenpick, Cairo"".
"
20 ,5,2468 ,2 ,Cairo,30.0488185,31.2436663,2,7 ,8,5," ""Hotel Moevenpick, Cairo"".
"
21 ,2,1568 ,2 ,Belgium,50.6407351,4.66696,1,14 ,5,2," ""Hotel Ostend, Belgium"".
"
22 ,4,798 ,3 ,Belgium,50.6407351,4.66696,1,7 ,6,2," ""Hotel Ostend, Belgium"".
"
23 ,2,978 ,3 ,Belgium,50.6407351,4.66696,1,7 ,7,3," ""Acces Hotel Mercure, Belgium"".
"
24 ,2,978 ,2 ,Belgium,50.6407351,4.66696,1,7 ,8,3," ""Acces Hotel Mercure, Belgium"".
"
25 ,4,1448 ,3 ,Belgium,50.6407351,4.66696,1,14 ,9,6," ""H.Flat, Belgium"".
"
26 ,2,1638 ,4 ,Belgium,50.6407351,4.66696,1,14 ,6,6," ""H.Flat, Belgium"".
"
27 ,2,1079 ,4 ,Belgium,50.6407351,4.66696,1,7 ,7,6," ""H.Flat, Belgium"".
"
28 ,0,499 ,4 ,Belgium,50.6407351,4.66696,1,3 ,8,6," ""H.Flat, Belgium"".
"
29 ,0,399 ,6 ,Belgium,50.6407351,4.66696,1,3 ,9,6," ""H.Flat, Belgium"".
"
30 ,2,1928 ,2 ,Belgium,50.6407351,4.66696,0,14 ,7,3," ""Acces Hotel Mercure, Belgium"".
"
31 ,0,1598 ,2 ,Bulgaria,42.6073975,25.4856617,2,14 ,6,2," ""Hotel Amfibia, Sunny Beach"".
"
